,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,region_nan,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
301,san andres,0.17953111576151437,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.8696527639203042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,santa marta,-0.04698585772501346,-0.0247288077711355,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.29183050641794656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,cali,-0.2735028312115413,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0.08037134713951817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,banos,-0.2735028312115413,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.08037134713951817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,otavalo,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,-0.4758142779007483,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,huacachina,-0.04698585772501346,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,-0.2643660039928396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,nazca lines,0.17953111576151437,-1.9747719348664006,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-1.0319618075451535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,iquitos,0.17953111576151437,0.9502927557764971,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.8696527639203042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309,huaraz,-0.04698585772501346,0.9502927557764971,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0.6864718951470286,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310,sucre,-0.3641096206061524,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,-0.014269809478160596,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311,potosi,-0.3641096206061524,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-0.5704499919951291,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312,sao paulo,0.63256506273457,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1.175768592935841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
313,brasilia,0.4060480892480422,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0.08037134713951817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
314,fernando de noronha,1.9916669036537369,1.9253143193241298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2.1266701787074607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,jericoacoara,0.63256506273457,0.9502927557764971,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1.175768592935841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,pantanal,1.0855990097076256,0.9502927557764971,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1.4258860156454796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,ouro preto,0.17953111576151437,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-0.0811973819598993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
318,bonito,0.8590820362210978,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.9118661268236556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,chapada diamantina,0.4060480892480422,1.9253143193241298,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1.3373487527333014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,recife,0.17953111576151437,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.4750072927622153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,salta,0.17953111576151437,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.4750072927622153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,puerto iguazu,0.4060480892480422,-0.9997503713187681,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.08037134713951817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,cordoba,0.08892432636690323,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.40464350119680087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,peninsula valdes,0.63256506273457,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.7811174062342662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,easter island,2.2181838771402647,0.9502927557764971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1.903714808265326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
326,pucon,0.63256506273457,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0.7811174062342662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,iquique,0.4060480892480422,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0.6365823720495318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,punta arenas,0.63256506273457,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0.22490130106810993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329,cabo polonio,-0.04698585772501346,-0.9997503713187681,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,-0.2643660039928396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330,angel falls,1.0855990097076256,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0312310184889757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
331,los roques,1.5386329566806813,0.9502927557764971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1.6373587832163443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
332,kaieteur falls,0.8590820362210978,-0.9997503713187681,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0.35564586501431683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
333,paramaribo,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
334,georgetown,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
335,paraty,0.4060480892480422,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.6365823720495318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,ilha grande,0.17953111576151437,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0.4750072927622153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337,mancora,-0.04698585772501346,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0.29183050641794656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338,santa cruz,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,-0.4758142779007483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,villa de leyva,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,-0.2643660039928396,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,sydney,1.9010601142591257,1.9253143193241298,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2.0919372919721835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
341,melbourne,1.9010601142591257,0.9502927557764971,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1.7858131090844822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
342,great barrier reef,1.5386329566806813,0.9502927557764971,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
343,uluru (ayers rock),1.3121159831941533,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
344,blue mountains,1.3121159831941533,-0.0247288077711355,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
345,fraser island,1.3121159831941533,-0.0247288077711355,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
346,byron bay,1.5386329566806813,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
347,gold coast,1.3121159831941533,0.9502927557764971,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.5356930482993791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
348,kangaroo island,1.5386329566806813,0.9502927557764971,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
349,tasmania (cradle mountain),1.5386329566806813,0.9502927557764971,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
350,auckland,1.9010601142591257,-0.0247288077711355,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1.3911537151571483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
351,queenstown,1.9916669036537369,0.9502927557764971,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1.820545775974836,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
352,milford sound,1.7651499301672091,-0.9997503713187681,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0.7811174062342662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
353,rotorua,1.5386329566806813,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1.2427010642609555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
354,wellington,1.7651499301672091,-0.0247288077711355,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1.3373487527333014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
355,fiordland national park,1.5386329566806813,0.9502927557764971,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
356,bay of islands,1.5386329566806813,0.9502927557764971,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
357,bora bora,2.2181838771402647,1.9253143193241298,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,2.2098397153492693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
358,fiji (nadi & islands),1.3121159831941533,1.9253143193241298,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1.8418154724391023,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
359,cairns,1.5386329566806813,0.9502927557764971,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1.6373587832163443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
360,whitsunday islands,2.2181838771402647,0.9502927557764971,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1.903714808265326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
361,kakadu national park,1.3121159831941533,-0.0247288077711355,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
362,perth,1.7651499301672091,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1.7320075604188243,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
363,rottnest island,1.5386329566806813,-0.9997503713187681,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0.6864718951470286,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
364,margaret river,1.7651499301672091,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1.3373487527333014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
365,broome,1.5386329566806813,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1.2427010642609555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
366,ningaloo reef,1.6292397460752923,0.9502927557764971,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1.6760053436262454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
367,adelaide,1.3121159831941533,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
368,barossa valley,1.7651499301672091,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0.7811174062342662,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
369,canberra,1.3121159831941533,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.5848099287955894,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
370,hobart,1.4480261672860701,-0.0247288077711355,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1.202934679941452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
371,wineglass bay,1.3121159831941533,-0.9997503713187681,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0.5848099287955894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
372,noosa,1.9916669036537369,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1.820545775974836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
373,daintree rainforest,1.4480261672860701,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0.6467064714331069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
374,port douglas,2.2181838771402647,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1.5090542073640376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
375,magnetic island,1.3121159831941533,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.1410365855635594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
376,lord howe island,2.67121782411332,0.9502927557764971,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2.0563021756044475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
377,the kimberleys,1.9916669036537369,1.9253143193241298,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,2.1266701787074607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
378,hunter valley,1.7651499301672091,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0.7811174062342662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
