,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
528,olinda,3500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,8.853808274977197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
529,porto de galinhas,4800,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,9.575052927597383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
530,jalapao,4200,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,9.729193687429403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
531,sydney,7800,5,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,10.571342565808699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
532,melbourne,7800,4,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,10.348205424565993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
533,great barrier reef,7000,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,uluru (ayers rock),6500,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
535,blue mountains,6500,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
536,fraser island,6500,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
537,byron bay,7000,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
538,gold coast,6500,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,10.165890277802454,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
539,kangaroo island,7000,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
540,tasmania (cradle mountain),7000,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
541,auckland,7800,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,10.060534035475412,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
542,queenstown,8000,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,10.373522431293592,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
543,milford sound,7500,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,9.61587214452889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
544,rotorua,7000,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,9.952325334619427,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
545,wellington,7500,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,10.021315031649332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
546,fiordland national park,7000,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
547,bay of islands,7000,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
548,bora bora,8500,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,10.657282884047461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
549,fiji (nadi & islands),6500,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,10.389026137075234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
550,cairns,7000,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
551,whitsunday islands,8500,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,10.434145214930487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
552,kakadu national park,6500,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
553,perth,7500,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,10.308985993422082,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
554,rottnest island,7000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,9.546884034617925,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
555,margaret river,7500,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,10.021315031649332,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
556,broome,7000,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,9.952325334619427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
557,ningaloo reef,7200,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,10.268165387743457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
558,adelaide,6500,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
559,barossa valley,7500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,9.61587214452889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
560,canberra,6500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,9.472781556562168,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
561,hobart,6800,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,9.923339198238729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
562,wineglass bay,6500,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,9.472781556562168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
563,noosa,8000,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,10.373522431293592,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
564,daintree rainforest,6800,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.517898598432753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
565,port douglas,8500,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,10.146472946063877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
566,magnetic island,6500,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
567,lord howe island,9500,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,10.545367754151743,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
568,the kimberleys,8000,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,10.596659732783579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
569,hunter valley,7500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,9.61587214452889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
570,philip island,6500,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,9.472781556562168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
571,great ocean road,6500,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
572,lake tekapo,7000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,9.546884034617925,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
573,wanaka,7500,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,10.021315031649332,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
574,franz josef glacier,8000,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,9.680406499268875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
575,mount cook (aoraki),7500,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,10.021315031649332,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
576,christchurch,6800,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,9.517898598432753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
577,dunedin,6500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,9.472781556562168,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
578,kaikoura,7000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,9.546884034617925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
579,taupo,7200,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,9.980494888896912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
580,hobbiton (matamata),7500,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,8.922791623969637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
581,waitomo caves,7000,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,8.853808274977197,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
582,coromandel peninsula,6800,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,9.923339198238729,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
583,abel tasman national park,6500,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
584,stewart island,6500,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,9.87822102528824,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
585,napier,6800,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,9.517898598432753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
586,rarotonga,6000,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,10.308985993422082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
587,aitutaki,8000,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,10.085850775128717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
588,samoa (upolu),5000,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,9.90353755128617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
589,vanuatu (efate),5500,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,9.99884318585288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
590,tanna island,6000,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,9.798182590890704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
591,new caledonia (noumea),7500,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,10.308985993422082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
592,isle of pines,8000,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,10.085850775128717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
593,tonga (tongatapu),5000,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,9.61587214452889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
594,palau,8500,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,10.657282884047461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
595,tahiti,8000,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,10.085850775128717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
596,moorea,8000,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,10.373522431293592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
597,guam,7000,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
598,papua new guinea (kokoda track),6500,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,10.859018228147887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
599,solomon islands,6000,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,10.308985993422082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
600,norfolk island,7000,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,10.239995502805316,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
601,christmas island,7500,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,10.308985993422082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
602,cocos (keeling) islands,8000,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,10.596659732783579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
603,esperance,6500,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
604,exmouth,7200,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.980494888896912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
605,darwin,6500,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,9.87822102528824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
606,litchfield national park,6000,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.392745258631441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
607,alice springs,6200,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,9.425532393502772,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
608,kings canyon,6500,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.472781556562168,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
609,coober pedy,6000,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,9.392745258631441,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
610,port arthur,6500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,8.77971129020447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
611,bruny island,6800,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,9.517898598432753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
612,freycinet national park,6500,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,9.472781556562168,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
613,geelong,6000,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,9.392745258631441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
